close,date,high,interest_over_time_AU,interest_over_time_BR,interest_over_time_CA,interest_over_time_CN,interest_over_time_DE,interest_over_time_FR,interest_over_time_GB,interest_over_time_GH,interest_over_time_IN,interest_over_time_JP,interest_over_time_KE,interest_over_time_KR,interest_over_time_NG,interest_over_time_RU,interest_over_time_SG,interest_over_time_US,interest_over_time_VE,interest_over_time_ZA,low,num_retweets,num_tweets,open,tweet_exposure,volume_from,volume_to
863.32,2018-03-02 09:00:00,871.26,23.0,47.0,78.0,71.0,26.0,19.0,36.0,0.0,44.0,59.0,33.0,38.0,20.0,19.0,43.0,80.0,0.0,50.0,862.53,11600.0,9700.0,871.11,28568700.0,7600.93,6588505.57
861.11,2018-03-02 10:00:00,863.37,22.0,27.0,56.0,48.0,24.0,31.0,36.0,0.0,46.0,40.0,9.0,39.0,24.0,15.0,40.0,81.0,9.0,45.0,860.2,10600.0,9800.0,863.32,38547200.0,5744.85,4951573.67
860.83,2018-03-02 11:00:00,861.12,23.0,29.0,63.0,31.0,27.0,25.0,34.0,25.0,47.0,34.0,14.0,25.0,18.0,18.0,43.0,63.0,9.0,35.0,859.82,10600.0,9800.0,861.1,38547200.0,3460.81,2981490.66
863.47,2018-03-02 12:00:00,863.49,37.0,20.0,30.0,32.0,31.0,28.0,36.0,12.0,43.0,25.0,19.0,29.0,23.0,16.0,42.0,52.0,21.0,25.0,860.49,10600.0,9800.0,860.84,38547200.0,5694.24,4910824.49
862.31,2018-03-02 13:00:00,865.0,31.0,21.0,56.0,27.0,28.0,24.0,37.0,0.0,42.0,23.0,18.0,14.0,27.0,22.0,39.0,48.0,16.0,40.0,862.27,10600.0,9800.0,863.48,38547200.0,4259.63,3679146.64
853.93,2018-03-02 14:00:00,862.46,34.0,27.0,37.0,39.0,29.0,29.0,39.0,40.0,40.0,33.0,10.0,37.0,17.0,15.0,26.0,40.0,11.0,25.0,853.27,10600.0,9800.0,862.31,38547200.0,9151.39,7840647.52
854.81,2018-03-02 15:00:00,855.13,40.0,19.0,43.0,20.0,33.0,27.0,38.0,13.0,38.0,15.0,15.0,32.0,16.0,20.0,31.0,39.0,18.0,33.0,853.45,10600.0,9800.0,853.93,38547200.0,6247.87,5337991.45
855.71,2018-03-02 16:00:00,856.53,47.0,29.0,50.0,0.0,28.0,25.0,36.0,0.0,28.0,57.0,15.0,31.0,26.0,19.0,42.0,40.0,18.0,44.0,853.9,10600.0,9800.0,854.8,38547200.0,4400.97,3762396.83
856.4,2018-03-02 17:00:00,857.03,46.0,25.0,47.0,18.0,28.0,25.0,36.0,54.0,44.0,42.0,19.0,50.0,15.0,20.0,56.0,40.0,23.0,31.0,855.12,10600.0,9800.0,855.71,38547200.0,6946.44,5943466.0
855.94,2018-03-02 18:00:00,856.51,55.0,19.0,41.0,13.0,28.0,21.0,41.0,43.0,44.0,31.0,13.0,43.0,15.0,15.0,93.0,41.0,16.0,35.0,854.5,10600.0,9800.0,856.4,38547200.0,8431.04,7207064.08
850.92,2018-03-02 19:00:00,856.28,57.0,23.0,36.0,62.0,24.0,22.0,32.0,15.0,49.0,37.0,4.0,43.0,14.0,14.0,44.0,39.0,11.0,27.0,849.99,10600.0,9800.0,855.94,38547200.0,11342.69,9659356.59
857.8,2018-03-02 20:00:00,858.53,41.0,24.0,43.0,31.0,27.0,27.0,32.0,0.0,70.0,34.0,15.0,40.0,21.0,17.0,19.0,43.0,21.0,36.0,850.83,10600.0,9800.0,850.95,38547200.0,8370.95,7155329.93
857.62,2018-03-02 21:00:00,858.49,29.0,24.0,43.0,0.0,26.0,20.0,37.0,14.0,70.0,30.0,14.0,23.0,7.0,17.0,13.0,41.0,16.0,22.0,855.63,10600.0,9800.0,857.8,38547200.0,7624.34,6528937.0
859.3,2018-03-02 22:00:00,859.3,26.0,28.0,44.0,47.0,31.0,22.0,38.0,27.0,100.0,29.0,35.0,30.0,14.0,23.0,27.0,38.0,11.0,28.0,857.56,10600.0,9800.0,857.62,38547200.0,4895.85,4201884.7
855.6,2018-03-02 23:00:00,860.52,27.0,19.0,47.0,0.0,30.0,36.0,43.0,14.0,71.0,18.0,0.0,28.0,14.0,27.0,28.0,43.0,16.0,49.0,854.74,10600.0,9800.0,859.3,38547200.0,6790.42,5819149.83
859.27,2018-03-03 00:00:00,859.32,27.0,14.0,41.0,23.0,39.0,40.0,45.0,19.0,45.0,11.0,31.0,30.0,22.0,21.0,27.0,41.0,10.0,45.0,855.59,10600.0,9800.0,855.6,38547200.0,3878.07,3327312.52
865.91,2018-03-03 01:00:00,866.67,25.0,22.0,40.0,0.0,47.0,36.0,59.0,0.0,30.0,58.0,0.0,59.0,0.0,25.0,42.0,36.0,18.0,46.0,859.27,10600.0,9800.0,859.27,38547200.0,9199.66,7953864.6
864.89,2018-03-03 02:00:00,867.29,23.0,21.0,39.0,9.0,50.0,50.0,73.0,0.0,28.0,19.0,41.0,36.0,29.0,10.0,37.0,37.0,15.0,22.0,863.23,10600.0,9800.0,865.91,38547200.0,7836.72,6783334.98
861.93,2018-03-03 03:00:00,866.55,27.0,32.0,40.0,42.0,64.0,64.0,68.0,0.0,34.0,20.0,30.0,41.0,9.0,22.0,47.0,41.0,34.0,22.0,861.8,10600.0,9800.0,864.93,38547200.0,8301.32,7165081.18
864.18,2018-03-03 04:00:00,865.46,27.0,29.0,42.0,20.0,49.0,45.0,50.0,0.0,44.0,33.0,0.0,21.0,21.0,9.0,44.0,42.0,32.0,22.0,861.74,10600.0,9800.0,861.93,38547200.0,4641.25,4010573.15
863.15,2018-03-03 05:00:00,864.63,24.0,37.0,55.0,15.0,37.0,34.0,62.0,0.0,48.0,48.0,17.0,39.0,25.0,9.0,31.0,48.0,44.0,42.0,861.31,10600.0,9800.0,864.18,38547200.0,4757.58,4104781.72
863.16,2018-03-03 06:00:00,865.55,25.0,44.0,53.0,27.0,33.0,29.0,54.0,0.0,47.0,37.0,7.0,51.0,12.0,15.0,42.0,52.0,18.0,58.0,862.48,10600.0,9800.0,863.15,38547200.0,5002.18,4322218.16
859.98,2018-03-03 07:00:00,863.58,24.0,100.0,64.0,12.0,29.0,41.0,59.0,0.0,33.0,23.0,18.0,60.0,29.0,14.0,36.0,61.0,30.0,66.0,859.98,10600.0,9800.0,863.16,38547200.0,2966.99,2561354.37
862.48,2018-03-03 08:00:00,862.88,27.0,53.0,63.0,23.0,37.0,28.0,42.0,23.0,48.0,37.0,22.0,50.0,13.0,17.0,51.0,68.0,100.0,34.0,858.52,10600.0,9800.0,859.99,38547200.0,2827.8,2436228.47
862.24,2018-03-03 09:00:00,863.12,22.0,61.0,55.0,29.0,29.0,28.0,40.0,56.0,37.0,21.0,10.0,35.0,16.0,18.0,43.0,72.0,42.0,46.0,860.91,11600.0,9700.0,862.48,28568700.0,2824.84,2437591.62
863.16,2018-03-03 10:00:00,863.71,26.0,32.0,74.0,43.0,32.0,24.0,37.0,16.0,36.0,25.0,19.0,36.0,16.0,20.0,50.0,69.0,8.0,26.0,862.24,9900.0,8000.0,862.24,27273200.0,2226.9,1923922.56
862.98,2018-03-03 11:00:00,864.47,25.0,20.0,59.0,49.0,27.0,26.0,37.0,0.0,35.0,40.0,29.0,37.0,25.0,15.0,40.0,63.0,4.0,42.0,862.56,9900.0,8000.0,863.17,27273200.0,2585.97,2235617.13
867.06,2018-03-03 12:00:00,867.44,29.0,18.0,56.0,20.0,30.0,31.0,35.0,29.0,45.0,23.0,24.0,43.0,24.0,19.0,30.0,55.0,15.0,36.0,862.86,9900.0,8000.0,862.98,27273200.0,4505.25,3902475.98
865.57,2018-03-03 13:00:00,867.09,37.0,26.0,56.0,45.0,29.0,30.0,34.0,28.0,49.0,26.0,9.0,25.0,22.0,17.0,35.0,49.0,19.0,22.0,865.42,9900.0,8000.0,867.06,27273200.0,3167.39,2745981.62
861.28,2018-03-03 14:00:00,865.57,44.0,23.0,49.0,32.0,30.0,21.0,32.0,14.0,31.0,26.0,0.0,31.0,22.0,15.0,28.0,40.0,17.0,23.0,860.87,9900.0,8000.0,865.57,27273200.0,6055.62,5223680.04
861.91,2018-03-03 15:00:00,862.06,41.0,21.0,44.0,13.0,29.0,23.0,38.0,0.0,32.0,44.0,29.0,37.0,7.0,12.0,40.0,41.0,19.0,31.0,860.72,9900.0,8000.0,861.26,27273200.0,4076.37,3512548.89
862.81,2018-03-03 16:00:00,863.42,44.0,25.0,47.0,51.0,25.0,27.0,33.0,56.0,31.0,28.0,9.0,28.0,22.0,21.0,52.0,39.0,18.0,39.0,861.91,9900.0,8000.0,861.91,27273200.0,3504.68,3024096.49
862.62,2018-03-03 17:00:00,863.06,29.0,23.0,40.0,37.0,25.0,29.0,29.0,0.0,33.0,14.0,13.0,50.0,11.0,19.0,32.0,37.0,17.0,41.0,861.15,9900.0,8000.0,862.79,27273200.0,3591.56,3100289.12
861.07,2018-03-03 18:00:00,862.91,100.0,19.0,48.0,0.0,29.0,24.0,36.0,29.0,39.0,44.0,4.0,30.0,13.0,19.0,66.0,39.0,16.0,37.0,860.98,9900.0,8000.0,862.62,27273200.0,3412.22,2940740.1
860.07,2018-03-03 19:00:00,861.2,48.0,19.0,49.0,0.0,22.0,26.0,28.0,30.0,48.0,50.0,11.0,12.0,7.0,18.0,66.0,33.0,14.0,34.0,859.8,9900.0,8000.0,861.07,27273200.0,3371.55,2904003.27
853.74,2018-03-03 20:00:00,860.58,36.0,18.0,34.0,0.0,27.0,21.0,33.0,27.0,73.0,67.0,18.0,26.0,19.0,19.0,50.0,38.0,22.0,49.0,852.86,9900.0,8000.0,860.06,27273200.0,8679.53,7429941.25
854.45,2018-03-03 21:00:00,855.81,28.0,22.0,39.0,0.0,28.0,23.0,30.0,26.0,57.0,31.0,13.0,42.0,14.0,20.0,50.0,35.0,17.0,33.0,853.37,9900.0,8000.0,853.73,27273200.0,4664.29,3985859.82
856.64,2018-03-03 22:00:00,856.77,26.0,21.0,36.0,93.0,27.0,21.0,29.0,12.0,70.0,45.0,10.0,0.0,17.0,20.0,44.0,38.0,26.0,31.0,854.05,9900.0,8000.0,854.45,27273200.0,3287.75,2813715.84
855.65,2018-03-03 23:00:00,857.91,38.0,18.0,34.0,41.0,38.0,32.0,40.0,0.0,77.0,27.0,0.0,15.0,6.0,29.0,22.0,36.0,19.0,45.0,855.06,9900.0,8000.0,856.64,27273200.0,4234.19,3625925.65
854.33,2018-03-04 00:00:00,855.86,23.0,14.0,43.0,25.0,41.0,56.0,49.0,0.0,75.0,30.0,0.0,38.0,25.0,24.0,20.0,32.0,19.0,45.0,853.87,9900.0,8000.0,855.65,27273200.0,3006.0,2570196.83
855.47,2018-03-04 01:00:00,855.73,23.0,26.0,39.0,46.0,52.0,56.0,56.0,0.0,22.0,27.0,0.0,32.0,32.0,29.0,55.0,37.0,28.0,28.0,854.28,9900.0,8000.0,854.33,27273200.0,2038.28,1745207.81
851.33,2018-03-04 02:00:00,855.53,25.0,18.0,34.0,19.0,57.0,65.0,73.0,89.0,35.0,39.0,0.0,36.0,42.0,16.0,49.0,35.0,21.0,24.0,850.4,9900.0,8000.0,855.42,27273200.0,5293.57,4513667.32
847.38,2018-03-04 03:00:00,851.46,26.0,18.0,37.0,68.0,48.0,56.0,47.0,0.0,35.0,17.0,0.0,32.0,0.0,11.0,34.0,33.0,19.0,65.0,847.11,9900.0,8000.0,851.33,27273200.0,5812.73,4932149.79
848.32,2018-03-04 04:00:00,848.4,21.0,18.0,40.0,34.0,34.0,29.0,61.0,75.0,35.0,37.0,16.0,46.0,36.0,12.0,46.0,36.0,45.0,84.0,847.07,9900.0,8000.0,847.39,27273200.0,5412.95,4584827.27
847.43,2018-03-04 05:00:00,848.85,23.0,38.0,41.0,100.0,46.0,67.0,56.0,0.0,41.0,30.0,26.0,45.0,9.0,14.0,28.0,38.0,36.0,35.0,847.23,9900.0,8000.0,848.32,27273200.0,2551.91,2165161.97
843.0,2018-03-04 06:00:00,847.7,24.0,27.0,52.0,65.0,27.0,67.0,69.0,0.0,36.0,27.0,0.0,37.0,8.0,10.0,31.0,44.0,22.0,58.0,842.64,9900.0,8000.0,847.43,27273200.0,6446.8,5441296.69
840.98,2018-03-04 07:00:00,843.15,16.0,51.0,59.0,13.0,21.0,31.0,35.0,0.0,42.0,29.0,19.0,45.0,9.0,17.0,39.0,53.0,18.0,50.0,838.36,9900.0,8000.0,843.0,27273200.0,7021.26,5897278.3
847.29,2018-03-04 08:00:00,847.29,20.0,30.0,55.0,54.0,26.0,21.0,52.0,0.0,39.0,33.0,12.0,61.0,9.0,15.0,45.0,62.0,40.0,49.0,840.85,9900.0,8000.0,840.98,27273200.0,6530.87,5504080.18
849.52,2018-03-04 09:00:00,849.52,21.0,21.0,71.0,29.0,34.0,26.0,38.0,0.0,41.0,27.0,11.0,21.0,31.0,21.0,33.0,65.0,47.0,51.0,847.28,11600.0,9700.0,847.29,28568700.0,2470.42,2098998.82
845.88,2018-03-04 10:00:00,849.53,23.0,39.0,78.0,19.0,31.0,23.0,32.0,18.0,33.0,16.0,21.0,39.0,14.0,14.0,36.0,67.0,0.0,39.0,845.48,13800.0,8800.0,849.52,40097800.0,2932.55,2484958.74
848.44,2018-03-04 11:00:00,848.92,22.0,26.0,59.0,21.0,30.0,26.0,39.0,0.0,45.0,21.0,21.0,31.0,18.0,17.0,47.0,70.0,0.0,35.0,844.89,13800.0,8800.0,845.83,40097800.0,1960.79,1662944.69
853.23,2018-03-04 12:00:00,853.35,27.0,20.0,49.0,43.0,30.0,29.0,43.0,15.0,39.0,27.0,10.0,42.0,17.0,12.0,39.0,54.0,24.0,21.0,847.7,13800.0,8800.0,848.44,40097800.0,2803.87,2388032.27
854.85,2018-03-04 13:00:00,854.99,28.0,26.0,40.0,23.0,25.0,21.0,31.0,30.0,35.0,35.0,14.0,25.0,21.0,11.0,36.0,49.0,13.0,28.0,852.97,13800.0,8800.0,853.18,40097800.0,2509.78,2144693.07
851.69,2018-03-04 14:00:00,855.18,34.0,13.0,39.0,16.0,25.0,22.0,30.0,15.0,42.0,27.0,23.0,44.0,22.0,15.0,44.0,45.0,21.0,42.0,851.48,13800.0,8800.0,854.9,40097800.0,2915.98,2489052.3
856.4,2018-03-04 15:00:00,856.56,38.0,22.0,43.0,6.0,27.0,20.0,35.0,42.0,40.0,40.0,0.0,43.0,14.0,15.0,37.0,42.0,12.0,31.0,851.1,13800.0,8800.0,851.69,40097800.0,4499.32,3837749.17
858.73,2018-03-04 16:00:00,859.57,50.0,20.0,35.0,33.0,26.0,26.0,29.0,0.0,31.0,53.0,4.0,54.0,10.0,15.0,51.0,39.0,29.0,27.0,856.4,13800.0,8800.0,856.4,40097800.0,4136.62,3551217.78
860.62,2018-03-04 17:00:00,860.71,31.0,17.0,38.0,9.0,21.0,24.0,33.0,13.0,36.0,72.0,8.0,44.0,10.0,14.0,33.0,34.0,22.0,35.0,858.09,13800.0,8800.0,858.73,40097800.0,3309.89,2845527.02
864.46,2018-03-04 18:00:00,865.31,46.0,24.0,42.0,30.0,24.0,22.0,34.0,13.0,40.0,33.0,8.0,17.0,7.0,20.0,34.0,37.0,20.0,42.0,860.56,13800.0,8800.0,860.62,40097800.0,7541.62,6512299.63
864.28,2018-03-04 19:00:00,866.29,30.0,22.0,37.0,22.0,25.0,23.0,29.0,0.0,48.0,100.0,4.0,41.0,12.0,18.0,21.0,37.0,28.0,47.0,864.17,13800.0,8800.0,864.6,40097800.0,5210.85,4509537.73
866.67,2018-03-04 20:00:00,867.13,37.0,19.0,36.0,33.0,25.0,22.0,39.0,0.0,61.0,50.0,20.0,45.0,22.0,18.0,100.0,35.0,20.0,36.0,864.17,13800.0,8800.0,864.28,40097800.0,9122.71,7896117.09
863.68,2018-03-04 21:00:00,867.34,26.0,21.0,36.0,88.0,27.0,32.0,35.0,0.0,54.0,10.0,16.0,48.0,15.0,21.0,44.0,38.0,20.0,39.0,863.23,13800.0,8800.0,866.63,40097800.0,7252.29,6264097.19
861.91,2018-03-04 22:00:00,864.56,28.0,19.0,41.0,46.0,33.0,26.0,40.0,0.0,50.0,21.0,0.0,54.0,22.0,78.0,39.0,38.0,25.0,76.0,860.52,13800.0,8800.0,863.57,40097800.0,6596.55,5687786.86
864.83,2018-03-04 23:00:00,865.06,24.0,21.0,37.0,0.0,40.0,47.0,47.0,0.0,60.0,40.0,27.0,53.0,21.0,100.0,48.0,32.0,23.0,43.0,860.59,13800.0,8800.0,861.91,40097800.0,9103.71,7851524.85
864.29,2018-03-05 00:00:00,865.29,21.0,22.0,38.0,19.0,61.0,42.0,55.0,22.0,48.0,25.0,0.0,44.0,16.0,28.0,42.0,36.0,20.0,45.0,863.17,13800.0,8800.0,864.92,40097800.0,4501.5,3889288.19
864.16,2018-03-05 01:00:00,864.39,23.0,19.0,45.0,39.0,66.0,46.0,66.0,36.0,32.0,31.0,0.0,42.0,53.0,20.0,38.0,35.0,18.0,66.0,863.36,13800.0,8800.0,864.29,40097800.0,2849.3,2460046.19
865.81,2018-03-05 02:00:00,865.88,21.0,21.0,34.0,20.0,50.0,57.0,80.0,0.0,33.0,71.0,94.0,99.0,100.0,18.0,46.0,32.0,11.0,76.0,863.8,13800.0,8800.0,864.15,40097800.0,4085.27,3532237.91
866.93,2018-03-05 03:00:00,867.63,20.0,20.0,42.0,33.0,66.0,100.0,63.0,79.0,42.0,58.0,29.0,82.0,63.0,18.0,38.0,39.0,41.0,35.0,864.74,13800.0,8800.0,865.81,40097800.0,5948.97,5152162.13
866.07,2018-03-05 04:00:00,868.8,21.0,23.0,49.0,38.0,27.0,56.0,80.0,0.0,41.0,54.0,14.0,63.0,13.0,16.0,39.0,43.0,42.0,40.0,865.98,13800.0,8800.0,866.93,40097800.0,4901.54,4250949.64
864.78,2018-03-05 05:00:00,866.09,24.0,19.0,47.0,51.0,21.0,24.0,63.0,0.0,44.0,67.0,0.0,100.0,17.0,13.0,61.0,44.0,32.0,43.0,862.64,13800.0,8800.0,866.07,40097800.0,4505.12,3889256.39
865.82,2018-03-05 06:00:00,866.68,21.0,45.0,69.0,64.0,28.0,24.0,54.0,49.0,56.0,45.0,7.0,69.0,21.0,15.0,49.0,55.0,53.0,49.0,864.79,13800.0,8800.0,864.87,40097800.0,5021.97,4347726.82
865.27,2018-03-05 07:00:00,867.29,25.0,56.0,53.0,39.0,28.0,39.0,50.0,0.0,46.0,48.0,23.0,98.0,3.0,13.0,54.0,63.0,64.0,44.0,864.78,13800.0,8800.0,865.81,40097800.0,4542.09,3935007.91
861.55,2018-03-05 08:00:00,866.88,24.0,42.0,87.0,43.0,31.0,25.0,40.0,0.0,55.0,54.0,21.0,81.0,23.0,17.0,50.0,71.0,87.0,34.0,860.79,13800.0,8800.0,865.28,40097800.0,5449.47,4711875.44
863.71,2018-03-05 09:00:00,864.95,22.0,39.0,94.0,37.0,26.0,27.0,51.0,0.0,47.0,42.0,5.0,77.0,9.0,21.0,48.0,78.0,27.0,39.0,861.17,11600.0,9700.0,861.55,28568700.0,3619.29,3122699.36
864.51,2018-03-05 10:00:00,864.76,25.0,20.0,100.0,44.0,25.0,27.0,38.0,0.0,53.0,44.0,15.0,79.0,27.0,19.0,51.0,64.0,24.0,37.0,862.48,11600.0,9700.0,863.71,28568700.0,2097.82,1813106.64
866.45,2018-03-05 11:00:00,866.91,25.0,14.0,45.0,34.0,26.0,36.0,46.0,12.0,50.0,32.0,10.0,65.0,24.0,20.0,48.0,55.0,18.0,34.0,863.64,11600.0,9700.0,864.51,28568700.0,4555.63,3943993.38
866.43,2018-03-05 12:00:00,868.45,30.0,13.0,38.0,48.0,26.0,29.0,40.0,12.0,60.0,47.0,5.0,48.0,16.0,23.0,29.0,51.0,17.0,40.0,865.43,11600.0,9700.0,866.45,28568700.0,5746.36,4986383.94
863.87,2018-03-05 13:00:00,866.58,36.0,22.0,46.0,13.0,31.0,30.0,39.0,24.0,56.0,31.0,14.0,74.0,33.0,17.0,39.0,44.0,14.0,28.0,863.6,11600.0,9700.0,866.44,28568700.0,6280.68,5431966.71
860.43,2018-03-05 14:00:00,864.22,33.0,19.0,43.0,53.0,27.0,33.0,40.0,0.0,53.0,41.0,10.0,61.0,23.0,18.0,42.0,40.0,16.0,31.0,860.18,11600.0,9700.0,863.87,28568700.0,9684.67,8345446.11
858.25,2018-03-05 15:00:00,861.39,46.0,24.0,53.0,44.0,33.0,33.0,36.0,36.0,36.0,43.0,21.0,83.0,32.0,23.0,51.0,38.0,14.0,32.0,855.92,11600.0,9700.0,860.43,28568700.0,15990.13,13710756.1
857.66,2018-03-05 16:00:00,858.66,67.0,22.0,47.0,17.0,34.0,38.0,40.0,25.0,41.0,63.0,10.0,82.0,14.0,31.0,43.0,41.0,20.0,47.0,855.48,11600.0,9700.0,858.26,28568700.0,10122.01,8668336.53
855.41,2018-03-05 17:00:00,857.66,37.0,16.0,49.0,59.0,32.0,33.0,44.0,25.0,41.0,46.0,9.0,44.0,24.0,20.0,73.0,42.0,20.0,34.0,855.12,11600.0,9700.0,857.66,28568700.0,5462.34,4675476.92
860.98,2018-03-05 18:00:00,861.98,47.0,22.0,51.0,0.0,31.0,18.0,42.0,39.0,46.0,34.0,21.0,70.0,20.0,22.0,68.0,42.0,22.0,40.0,854.02,15500.0,9400.0,855.41,158582800.0,13454.58,11545455.37
857.36,2018-03-05 19:00:00,861.95,26.0,18.0,46.0,0.0,27.0,29.0,36.0,0.0,55.0,30.0,29.0,58.0,15.0,16.0,37.0,41.0,22.0,38.0,856.62,15500.0,9400.0,860.98,158582800.0,6826.15,5873280.31
854.97,2018-03-05 20:00:00,858.15,64.0,19.0,45.0,33.0,30.0,25.0,32.0,25.0,66.0,25.0,9.0,76.0,13.0,27.0,23.0,46.0,16.0,47.0,853.83,15500.0,9400.0,857.36,158582800.0,7180.51,6145010.16
854.71,2018-03-05 21:00:00,855.45,34.0,28.0,52.0,86.0,32.0,26.0,35.0,10.0,98.0,29.0,14.0,25.0,21.0,34.0,71.0,43.0,21.0,46.0,853.24,15500.0,9400.0,854.97,158582800.0,5923.61,5060091.56
854.37,2018-03-05 22:00:00,855.64,31.0,19.0,48.0,0.0,46.0,35.0,38.0,32.0,97.0,10.0,11.0,45.0,13.0,36.0,60.0,42.0,13.0,57.0,854.13,15500.0,9400.0,854.71,158582800.0,3833.72,3275044.91
849.42,2018-03-05 23:00:00,854.65,24.0,21.0,39.0,0.0,54.0,45.0,49.0,0.0,43.0,26.0,33.0,46.0,13.0,37.0,32.0,42.0,14.0,36.0,849.28,15500.0,9400.0,854.33,158582800.0,5325.44,4537869.13
842.03,2018-03-06 00:00:00,849.57,24.0,21.0,37.0,34.0,54.0,55.0,67.0,0.0,56.0,38.0,0.0,45.0,22.0,30.0,44.0,41.0,15.0,87.0,841.36,15500.0,9400.0,849.57,158582800.0,15710.83,13258779.77
843.12,2018-03-06 01:00:00,843.14,28.0,23.0,39.0,8.0,78.0,48.0,71.0,22.0,51.0,64.0,43.0,46.0,22.0,34.0,43.0,41.0,25.0,86.0,839.05,15500.0,9400.0,842.09,158582800.0,10574.3,8885425.33
843.88,2018-03-06 02:00:00,844.61,24.0,27.0,39.0,42.0,100.0,85.0,70.0,0.0,36.0,74.0,0.0,81.0,42.0,22.0,53.0,40.0,29.0,55.0,841.29,15500.0,9400.0,843.12,158582800.0,7106.25,5990537.61
844.71,2018-03-06 03:00:00,844.71,25.0,29.0,52.0,64.0,44.0,65.0,68.0,0.0,44.0,58.0,0.0,74.0,21.0,15.0,38.0,41.0,25.0,42.0,841.53,15500.0,9400.0,843.9,158582800.0,3700.74,3121611.19
847.55,2018-03-06 04:00:00,849.08,20.0,43.0,53.0,56.0,49.0,55.0,78.0,100.0,52.0,48.0,0.0,63.0,22.0,10.0,41.0,43.0,35.0,100.0,844.26,15500.0,9400.0,844.72,158582800.0,5896.57,4994435.71
849.87,2018-03-06 05:00:00,849.93,23.0,38.0,48.0,59.0,39.0,39.0,73.0,0.0,40.0,48.0,8.0,57.0,14.0,14.0,31.0,48.0,13.0,35.0,847.5,15500.0,9400.0,847.55,158582800.0,3331.74,2830318.94
848.77,2018-03-06 06:00:00,851.04,24.0,51.0,61.0,42.0,36.0,35.0,62.0,0.0,52.0,33.0,6.0,69.0,7.0,18.0,49.0,54.0,83.0,41.0,847.42,15500.0,9400.0,849.89,158582800.0,3495.77,2970247.42
848.19,2018-03-06 07:00:00,849.2,24.0,42.0,74.0,53.0,34.0,30.0,41.0,21.0,55.0,60.0,16.0,52.0,11.0,17.0,42.0,66.0,41.0,38.0,846.7,15500.0,9400.0,848.84,158582800.0,3104.66,2632233.37
846.53,2018-03-06 08:00:00,849.14,24.0,49.0,81.0,38.0,30.0,18.0,43.0,0.0,46.0,51.0,15.0,73.0,18.0,20.0,35.0,71.0,18.0,41.0,846.14,15500.0,9400.0,848.19,158582800.0,3259.55,2766696.73
847.76,2018-03-06 09:00:00,848.27,24.0,36.0,76.0,22.0,29.0,29.0,36.0,14.0,47.0,41.0,24.0,42.0,18.0,15.0,38.0,72.0,13.0,43.0,846.49,11600.0,9700.0,846.53,28568700.0,2219.85,1885845.52
834.99,2018-03-06 10:00:00,847.74,17.0,34.0,83.0,46.0,32.0,31.0,34.0,13.0,41.0,30.0,14.0,66.0,15.0,27.0,42.0,77.0,11.0,34.0,833.01,11600.0,9700.0,847.73,28568700.0,15712.56,13158568.47
833.9,2018-03-06 11:00:00,835.62,24.0,21.0,52.0,57.0,32.0,29.0,38.0,12.0,50.0,34.0,14.0,42.0,11.0,33.0,55.0,63.0,9.0,29.0,830.57,11600.0,9700.0,834.99,28568700.0,11485.74,9566832.65
831.48,2018-03-06 12:00:00,835.47,35.0,30.0,53.0,21.0,33.0,33.0,40.0,0.0,52.0,31.0,9.0,34.0,25.0,34.0,85.0,58.0,19.0,34.0,829.57,11600.0,9700.0,833.93,28568700.0,8897.61,7385152.54
824.4,2018-03-06 13:00:00,831.5,41.0,22.0,52.0,30.0,32.0,28.0,37.0,0.0,51.0,31.0,23.0,39.0,21.0,35.0,61.0,46.0,18.0,22.0,822.76,11600.0,9700.0,831.48,28568700.0,10786.52,8920415.15
830.3,2018-03-06 14:00:00,830.44,28.0,19.0,43.0,27.0,27.0,29.0,40.0,12.0,40.0,32.0,5.0,25.0,19.0,41.0,45.0,44.0,20.0,30.0,824.02,11600.0,9700.0,824.41,28568700.0,10321.31,8541790.62
831.09,2018-03-06 15:00:00,831.65,46.0,25.0,40.0,43.0,30.0,36.0,37.0,0.0,40.0,42.0,24.0,27.0,15.0,33.0,43.0,44.0,15.0,50.0,829.28,11600.0,9700.0,830.3,28568700.0,7318.31,6076024.17
828.45,2018-03-06 16:00:00,831.65,48.0,22.0,35.0,17.0,25.0,31.0,34.0,35.0,33.0,47.0,14.0,36.0,23.0,26.0,27.0,38.0,25.0,38.0,828.06,11600.0,9700.0,831.09,28568700.0,9925.46,8230066.42
818.56,2018-03-06 17:00:00,828.58,42.0,22.0,39.0,25.0,29.0,23.0,33.0,23.0,29.0,29.0,9.0,28.0,6.0,30.0,35.0,40.0,19.0,30.0,818.48,11600.0,9700.0,828.44,28568700.0,17115.91,14045276.77
813.86,2018-03-06 18:00:00,822.97,29.0,28.0,37.0,26.0,31.0,22.0,37.0,24.0,36.0,84.0,4.0,13.0,21.0,31.0,86.0,39.0,17.0,35.0,813.77,11600.0,9700.0,818.56,28568700.0,17372.24,14191949.86
812.22,2018-03-06 19:00:00,814.0,50.0,25.0,41.0,64.0,28.0,22.0,40.0,24.0,45.0,62.0,12.0,0.0,14.0,27.0,15.0,38.0,18.0,36.0,803.65,11600.0,9700.0,813.87,28568700.0,31891.66,25768931.31
